Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Supplies,77.13,3,0.0,6.6846
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Office Supplies,Fasteners,51.84,6,0.0,8.1216
Standard Class,Home Office,United States,Lawrence,Massachusetts,1841,East,Furniture,Tables,1579.746,2,0.3,-52.6582
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Paper,34.68,2,0.0,5.6644
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Phones,629.91,3,0.0,58.7916
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Furniture,Tables,1343.52,4,0.0,98.5248
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Technology,Accessories,1439.91,3,0.0,163.1898
Standard Class,Consumer,United States,Detroit,Michigan,48234,Central,Office Supplies,Art,25.92,3,0.0,2.5056
Standard Class,Corporate,United States,Orem,Utah,84057,West,Office Supplies,Art,35.04,2,0.0,4.2048
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,122.328,3,0.2,0.5097
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,41.094,3,0.7,-9.5886
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Phones,263.4,5,0.2,32.925
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,233.856,3,0.2,15.5904
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,441.552,2,0.2,-29.4368
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,143.856,3,0.2,16.1838
First Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Appliances,750.78,6,0.0,72.5754
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,122.328,3,0.2,0.5097
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,88.80000000000001,5,0.2,9.25
Standard Class,Corporate,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Binders,5.814,2,0.7,-1.3566
Standard Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,479.88,4,0.0,51.1872
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,178.56,3,0.0,15.4752
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Envelopes,52.44,2,0.0,8.2156
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,39.504,2,0.2,4.6088
Standard Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Appliances,122.22,3,0.0,12.222
Standard Class,Corporate,United States,Austin,Texas,78745,Central,Furniture,Chairs,539.658,1,0.3,-2.5698
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Appliances,858.7679999999999,1,0.2,17.891
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,72.672,2,0.2,-4.8448
Standard Class,Consumer,United States,Cleveland,Ohio,44105,East,Office Supplies,Storage,994.608,3,0.2,-82.884
Second Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,52.56,3,0.0,6.3072
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Art,53.568000000000005,4,0.2,4.2408
Standard Class,Home Office,United States,Tallahassee,Florida,32303,South,Technology,Accessories,1295.9279999999999,3,0.2,-75.5958
Standard Class,Home Office,United States,Seattle,Washington,98103,West,Furniture,Chairs,873.4080000000001,4,0.2,-25.4744
First Class,Home Office,United States,Dallas,Texas,75220,Central,Office Supplies,Envelopes,344.544,4,0.2,35.89
Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Paper,32.064,2,0.2,3.7408
Second Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Paper,45.696,4,0.2,5.5216
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Art,37.26,3,0.0,5.2164
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,58.32000000000001,3,0.0,9.3312
Standard Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Binders,211.10399999999998,4,0.2,26.388
First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Art,38.016000000000005,9,0.2,1.4256
Standard Class,Consumer,United States,Baltimore,Maryland,21215,East,Technology,Phones,269.85,5,0.0,43.176
Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,19.740000000000002,2,0.0,3.0268
Standard Class,Home Office,United States,San Francisco,California,94110,West,Technology,Accessories,284.96999999999997,1,0.0,28.497
Second Class,Consumer,United States,Tucson,Arizona,85705,West,Technology,Phones,105.35999999999999,2,0.2,13.17
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,77.76,4,0.0,12.4416
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Binders,23.88,2,0.0,3.7412
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Technology,Phones,1700.91,3,0.0,153.0819
Standard Class,Corporate,United States,Waterbury,Connecticut,6708,East,Office Supplies,Art,29.52,3,0.0,2.8536
Standard Class,Home Office,United States,Chicago,Illinois,60610,Central,Technology,Accessories,76.464,2,0.2,4.779
Second Class,Home Office,United States,Long Beach,New York,11561,East,Office Supplies,Fasteners,22.68,6,0.0,0.3024
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Furniture,Furnishings,182.52,3,0.0,19.4688
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Storage,1350.1200000000001,2,0.0,58.5052
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,103.80000000000001,2,0.0,16.608
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Technology,Phones,1403.91,3,0.0,140.391
Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Binders,99.06,2,0.0,15.8496
First Class,Corporate,United States,Jacksonville,North Carolina,28540,South,Furniture,Furnishings,51.264,2,0.2,1.068
Second Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Art,9.024000000000001,2,0.2,0.3384
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Office Supplies,Paper,804.72,7,0.2,93.884
Standard Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Accessories,1293.48,5,0.2,107.79
Second Class,Corporate,United States,Buffalo,New York,14215,East,Technology,Phones,130.8,4,0.0,12.208
Second Class,Corporate,United States,Buffalo,New York,14215,East,Furniture,Furnishings,464.84999999999997,3,0.0,30.99
Standard Class,Corporate,United States,Houston,Texas,77041,Central,Office Supplies,Paper,46.656,3,0.2,5.4432
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Paper,126.624,2,0.2,13.7176
First Class,Consumer,United States,Plano,Texas,75023,Central,Office Supplies,Paper,31.104,2,0.2,3.6288
First Class,Home Office,United States,Salem,Oregon,97301,West,Office Supplies,Art,6.672000000000001,1,0.2,0.556
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Envelopes,223.56,9,0.0,35.0244
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,52.56,3,0.0,5.256
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Furniture,Chairs,5339.700000000001,5,0.0,373.779
Same Day,Corporate,United States,Columbia,Maryland,21044,East,Office Supplies,Art,659.7,5,0.0,59.373
First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Art,21.456,3,0.2,0.7152
Standard Class,Consumer,United States,Tallahassee,Florida,32303,South,Office Supplies,Paper,80.16,5,0.2,9.352
Same Day,Corporate,United States,Riverside,California,92503,West,Technology,Phones,3119.184,2,0.2,90.9762
Same Day,Corporate,United States,Riverside,California,92503,West,Office Supplies,Appliances,137.88,2,0.0,13.788
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Binders,1369.7640000000001,2,0.7,-304.392
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Machines,13499.954999999998,5,0.7,-6599.978
Standard Class,Consumer,United States,Lancaster,Ohio,43130,East,Technology,Accessories,179.928,3,0.2,11.9952
First Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Envelopes,18.36,3,0.0,2.8764
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Appliances,32.94,1,0.0,2.9646
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Fasteners,23.580000000000002,3,0.0,3.6156
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Storage,154.35000000000002,3,0.0,13.8915
Standard Class,Home Office,United States,Moreno Valley,California,92553,West,Office Supplies,Binders,111.16799999999999,3,0.2,13.896
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Office Supplies,Appliances,611.76,4,0.0,55.0584
Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Technology,Phones,88.67999999999999,4,0.0,7.9812
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,25.704,3,0.8,-14.5656
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,135.744,2,0.2,3.9592
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Furniture,Tables,2628.8999999999996,10,0.4,-292.1
Second Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Supplies,556.128,2,0.2,-34.758
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Labels,75.17999999999999,2,0.0,11.7782
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,8.67,1,0.8,-4.7685
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,23.688,3,0.2,2.4675
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,67.824,3,0.6,-10.1736
First Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Paper,91.584,8,0.2,9.54
Same Day,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,14.526,3,0.7,-3.3894
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,5.4,5,0.8,-2.88
First Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Accessories,119.952,2,0.2,-1.4994
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,97.19999999999999,5,0.0,15.876
Second Class,Corporate,United States,Las Vegas,Nevada,89115,West,Office Supplies,Paper,293.64,2,0.0,48.94
Standard Class,Consumer,United States,Amarillo,Texas,79109,Central,Technology,Phones,921.504,4,0.2,30.7168
Standard Class,Corporate,United States,Middletown,Connecticut,6457,East,Office Supplies,Binders,80.69999999999999,5,0.0,13.181
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,141.03,3,0.0,22.0947
First Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,1409.97,1,0.0,136.2971
First Class,Corporate,United States,New York City,New York,10035,East,Furniture,Chairs,623.538,3,0.1,2.3094
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,974.2320000000001,3,0.2,-77.1267
Second Class,Consumer,United States,Fresno,California,93727,West,Furniture,Furnishings,121.44,2,0.0,14.5728
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Labels,36.0,4,0.2,4.2
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,2160.192,4,0.2,-63.0056
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Storage,76.27199999999999,1,0.2,-4.767
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Art,8.448,2,0.2,0.3168
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,9.612,2,0.7,-2.5632
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,92.484,7,0.7,-24.6624
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Office Supplies,Art,142.848,3,0.2,5.952
Standard Class,Consumer,United States,Raleigh,North Carolina,27604,South,Technology,Phones,326.35200000000003,2,0.2,10.8784
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,14.309999999999999,1,0.0,2.1465
First Class,Consumer,United States,Clinton,Maryland,20735,East,Office Supplies,Art,23.94,3,0.0,2.0748
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Tables,1651.2930000000001,3,0.3,-47.1798
First Class,Consumer,United States,Clinton,Maryland,20735,East,Furniture,Furnishings,31.68,6,0.0,4.6464
First Class,Home Office,United States,Los Angeles,California,90049,West,Furniture,Bookcases,4492.998,2,0.15,140.9568
First Class,Home Office,United States,Los Angeles,California,90049,West,Technology,Phones,52.56,2,0.2,-3.504
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Art,339.65999999999997,3,0.0,29.4372
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Paper,107.64000000000001,6,0.0,17.5812
Second Class,Home Office,United States,North Las Vegas,Nevada,89031,West,Office Supplies,Binders,13607.928,3,0.2,1644.2913
Standard Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Fasteners,35.519999999999996,8,0.0,5.6832
Second Class,Home Office,United States,Cranston,Rhode Island,2920,East,Office Supplies,Storage,1778.22,6,0.0,160.0398
Second Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,335.01599999999996,9,0.2,6.9795
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Office Supplies,Art,25.92,3,0.0,2.5056
Standard Class,Home Office,United States,Newark,Delaware,19711,East,Technology,Accessories,449.90999999999997,3,0.0,52.4895
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Chairs,698.64,5,0.2,17.466
Standard Class,Corporate,United States,Rome,New York,13440,East,Furniture,Chairs,272.646,1,0.1,15.147
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Technology,Phones,1526.3039999999999,4,0.2,38.1576
Standard Class,Corporate,United States,Chicago,Illinois,60610,Central,Office Supplies,Envelopes,29.736000000000004,3,0.2,3.2214
Standard Class,Corporate,United States,San Diego,California,92105,West,Furniture,Chairs,191.808,3,0.2,6.3936
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Art,178.56,3,0.0,15.4752
Standard Class,Corporate,United States,San Diego,California,92105,West,Technology,Phones,935.928,3,0.2,38.997
Standard Class,Corporate,United States,San Diego,California,92105,West,Office Supplies,Binders,151.05599999999998,3,0.2,17.6232
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Technology,Phones,57.408,2,0.2,1.9136
Standard Class,Home Office,United States,West Palm Beach,Florida,33407,South,Office Supplies,Art,39.36,5,0.2,2.132
Second Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Tables,724.7040000000001,2,0.2,-15.098
